entity_id,decision_count,unique_current_price_count,unique_applied_price_count,min_applied_price,max_applied_price,mean_applied_price,std_applied_price,applied_price_range,applied_price_cv,pct_changed
STO000001,547,228,477,11.30,644.25,171.31124314442414,109.73814869848334,632.95,0.6405776216682315,0.855575868372943327239
STO000002,412,176,319,9.65,560.74,133.37405339805827,106.72415827241639,551.09,0.8001868096030299,0.815533980582524271844
STO000003,498,245,457,10.02,491.88,156.55236947791164,104.10228550561698,481.86,0.6649678050405045,0.857429718875502008032
STO000004,498,224,420,4.16,532.49,142.72757028112449,87.22005442605848,528.33,0.6110946487372049,0.839357429718875502008
STO000005,568,240,486,15.56,584.06,151.07765845070426,101.6601142427098,568.50,0.6728997211449427,0.834507042253521126760
STO000006,483,212,423,5.79,591.25,157.49695652173912,97.3856391811766,585.46,0.618333467083439,0.863354037267080745341
STO000007,532,216,452,9.79,568.80,168.42704887218045,115.65793604903979,559.01,0.6866945471259357,0.866541353383458646616
STO000008,626,266,522,5.24,542.77,151.26485623003197,99.01519610756368,537.53,0.6545816297011448,0.857827476038338658146
STO000009,708,271,640,10.90,464.44,151.9423870056497,81.0285343218716,453.54,0.5332845950278424,0.874293785310734463276
STO000010,585,233,503,12.54,615.00,183.86555555555555,108.86173840599248,602.46,0.5920724959988473,0.864957264957264957264
STO000011,586,218,489,13.65,627.27,180.99440273037544,161.34337969165765,613.62,0.8914274544280155,0.848122866894197952218
STO000012,911,236,563,8.08,603.70,103.09335894621294,100.53584942543678,595.62,0.9751922961195736,0.859495060373216245883
STO000013,493,258,446,13.34,530.59,169.1786815415821,103.6335945668761,517.25,0.6125688746510546,0.837728194726166328600
STO000014,813,258,677,13.44,650.94,132.58248462484624,95.46760968383545,637.50,0.7200620048264249,0.853628536285362853628
STO000015,692,270,605,13.10,682.82,196.84804913294798,143.3689002210818,669.72,0.7283226877410035,0.859826589595375722543
STO000016,1024,288,832,12.92,568.61,136.75302734374998,100.3573810362778,555.69,0.7338585696096799,0.872070312500000000000
STO000017,871,267,604,12.31,633.47,137.7988978185993,97.05266502491816,621.16,0.7043065406276315,0.858783008036739380022
STO000019,618,275,557,11.62,660.34,146.0718284789644,90.17502316590858,648.72,0.6173334318115595,0.859223300970873786407
STO000020,752,273,635,10.22,630.01,175.81135638297872,107.05012896585652,619.79,0.6088920031574288,0.859042553191489361702
STO000021,737,289,635,6.45,632.26,172.453487109905,108.46122929652681,625.81,0.628930334284306,0.838534599728629579375
STO000022,703,281,625,11.31,484.99,125.55408250355617,86.2865713554107,473.68,0.6872462418971261,0.863442389758179231863
STO000023,854,328,740,11.16,536.04,145.72393442622948,99.79007120155146,524.88,0.6847884775720811,0.866510538641686182669
STO000024,662,273,583,6.64,555.25,153.7818580060423,98.0900241844206,548.61,0.6378517300822735,0.867069486404833836858
