row_type,family,groups,feature_count,fold,roc_auc,average_precision,log_loss,brier_score,ece,top_decile_lift,best_iteration,fit_seconds,prediction_seconds,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_max,average_precision_mean,average_precision_std,average_precision_min,average_precision_max,log_loss_mean,log_loss_std,log_loss_min,log_loss_max,brier_score_mean,brier_score_std,brier_score_min,brier_score_max,ece_mean,ece_std,ece_min,ece_max,top_decile_lift_mean,top_decile_lift_std,top_decile_lift_min,top_decile_lift_max,best_iteration_mean,best_iteration_std,best_iteration_min,best_iteration_max,fit_seconds_mean,fit_seconds_std,fit_seconds_min,fit_seconds_max,prediction_seconds_mean,prediction_seconds_std,prediction_seconds_min,prediction_seconds_max
fold,F0_CORE,CORE,53,1,0.4998471713408611,0.17587276605167818,0.45812339387976214,0.14180448370808738,0.021124959528408687,1.0799911801455278,107.0,13.076961800004938,0.0031410999945364892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F0_CORE,CORE,53,2,0.524465130761398,0.1934515399675335,0.4732042163129715,0.14841867167050757,0.005287388870962577,1.034659443079819,71.0,13.539087500001187,0.0034530000120867044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F0_CORE,CORE,53,3,0.5091610681742582,0.18947746813498778,0.4758998463683682,0.1495033970757283,0.002331269042437213,1.0462301357546198,75.0,15.457112899995991,0.0022243999992497265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F1_CORE_HIGH_CARDINALITY,HIGH_CARDINALITY_CONTEXT,55,1,0.5154773348453773,0.18221453217421896,0.457059138263544,0.14149925774712008,0.016834734827077657,1.1519905921552294,136.0,17.282796600004076,0.004444299993338063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F1_CORE_HIGH_CARDINALITY,HIGH_CARDINALITY_CONTEXT,55,2,0.5233758965914797,0.19370317066848694,0.4732539071220972,0.14842966099967309,0.0011585664313497307,1.124629829434586,63.0,13.251959699991858,0.0022659999958705157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F1_CORE_HIGH_CARDINALITY,HIGH_CARDINALITY_CONTEXT,55,3,0.5102948237779699,0.19294215881584253,0.47576328310386923,0.14946121926870748,0.0010878461674836183,1.101880674890504,83.0,16.15671019999718,0.00428039999678731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F2_CORE_COMPETITOR,COMPETITOR_CONTEXT,61,1,0.49308298965342595,0.17221057373798743,0.4582406670349911,0.1418481482786876,0.02025169935013077,1.1399906901536125,96.0,13.344728700001724,0.003052699990803376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F2_CORE_COMPETITOR,COMPETITOR_CONTEXT,61,2,0.5022187220363041,0.17922559890309603,0.4739561205533194,0.14864511169651498,0.0031862708434714656,0.8884575652533229,71.0,13.957144400003017,0.0029900000081397593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F2_CORE_COMPETITOR,COMPETITOR_CONTEXT,61,3,0.5239094944028994,0.1951322629408384,0.47553209042324723,0.14939485674210026,8.414359727225468e-05,1.0239699201002663,75.0,22.508549799997127,0.0034164999960921705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F3_CORE_BEHAVIOR,BEHAVIOR_CONTEXT,65,1,0.6036120721351271,0.21975402998437746,0.448598876591403,0.13919014396021884,0.018362908754947508,1.4159884361908028,207.0,23.401120399998035,0.005066600002464838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F3_CORE_BEHAVIOR,BEHAVIOR_CONTEXT,65,2,0.6041983062590991,0.24436594383816032,0.46467655711881317,0.14583071069142442,0.007168681766653319,1.4845113748536536,68.0,17.768177499994636,0.004036800004541874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F3_CORE_BEHAVIOR,BEHAVIOR_CONTEXT,65,3,0.6044998100200836,0.2450328953274616,0.46654633325938505,0.14667303837901144,0.009290319675985408,1.4914344488416922,194.0,31.187900899996748,0.005777400001534261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F4_CORE_CUSTOMER,CUSTOMER_CONTEXT,59,1,0.52274533429608,0.17877591814089888,0.457436537210459,0.14164061074541684,0.020586543568066277,1.0319915721390598,137.0,18.6590065999917,0.0044763000041712075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F4_CORE_CUSTOMER,CUSTOMER_CONTEXT,59,2,0.5233036643486897,0.19579004798389055,0.473103339666848,0.1483846421863636,0.0005100641863722388,1.1471224260232777,66.0,16.461632599995937,0.004464500001631677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F4_CORE_CUSTOMER,CUSTOMER_CONTEXT,59,3,0.53748881345364,0.20466674338238453,0.4747398448291566,0.1491572252649566,0.005290095302812288,1.1909215375079183,156.0,25.95044489999418,0.005112900005769916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F5_CORE_HIGH_CARDINALITY_COMPETITOR,COMPETITOR_CONTEXT+HIGH_CARDINALITY_CONTEXT,63,1,0.49752137017168485,0.17117993480014926,0.4587377159432154,0.14200366220819227,0.024363869808594927,1.0439914741406766,87.0,16.977550700001302,0.005321200005710125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F5_CORE_HIGH_CARDINALITY_COMPETITOR,COMPETITOR_CONTEXT+HIGH_CARDINALITY_CONTEXT,63,2,0.5165308045970562,0.1929383175939764,0.47337515271280134,0.14846535613586748,0.005667890113909038,1.214600215789353,61.0,21.809186200000113,0.004458800001884811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F5_CORE_HIGH_CARDINALITY_COMPETITOR,COMPETITOR_CONTEXT+HIGH_CARDINALITY_CONTEXT,63,3,0.5052568069177742,0.18818934661053838,0.4759925188901239,0.14953284190235122,0.004480157171214672,1.0017097044459127,67.0,22.776233000011416,0.006755000009434298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F6_CORE_HIGH_CARDINALITY_BEHAVIOR,BEHAVIOR_CONTEXT+HIGH_CARDINALITY_CONTEXT,67,1,0.6036680354798747,0.22244729472283165,0.44912983448767063,0.1392110879327872,0.02354400364744517,1.4879878482005047,141.0,19.86680499999784,0.005583799997111782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F6_CORE_HIGH_CARDINALITY_BEHAVIOR,BEHAVIOR_CONTEXT+HIGH_CARDINALITY_CONTEXT,67,2,0.5978438324885199,0.2338351617301411,0.46533855366349647,0.14605466222151955,0.005019656459540037,1.3832946902045409,80.0,18.849275400003535,0.006153800000902265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F6_CORE_HIGH_CARDINALITY_BEHAVIOR,BEHAVIOR_CONTEXT+HIGH_CARDINALITY_CONTEXT,67,3,0.6033924985073006,0.2433399057251605,0.46676191301135744,0.14674844333238765,0.007649568473623182,1.5136946644960458,188.0,32.487233499996364,0.008159599994542077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F7_CORE_HIGH_CARDINALITY_COMPETITOR_BEHAVIOR,BEHAVIOR_CONTEXT+COMPETITOR_CONTEXT+HIGH_CARDINALITY_CONTEXT,75,1,0.5957699685040068,0.2174637648064803,0.44956092312112683,0.13941622082931487,0.018022163756750243,1.403988534189186,229.0,25.029240000003483,0.006640700012212619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F7_CORE_HIGH_CARDINALITY_COMPETITOR_BEHAVIOR,BEHAVIOR_CONTEXT+COMPETITOR_CONTEXT+HIGH_CARDINALITY_CONTEXT,75,2,0.6033726145827781,0.243385679586114,0.46489475060898566,0.14592501975269181,0.012268968229857428,1.619466954385804,147.0,27.517438299997593,0.004585000002407469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F7_CORE_HIGH_CARDINALITY_COMPETITOR_BEHAVIOR,BEHAVIOR_CONTEXT+COMPETITOR_CONTEXT+HIGH_CARDINALITY_CONTEXT,75,3,0.6065289068708707,0.2397318110858199,0.46639838824961477,0.1466832696277057,0.01015267277845605,1.5916054192862836,196.0,35.99768020000192,0.005762399989180267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F8_CORE_ALL_APPROVED_CONTEXT,BEHAVIOR_CONTEXT+COMPETITOR_CONTEXT+CUSTOMER_CONTEXT+HIGH_CARDINALITY_CONTEXT,81,1,0.6067030502237796,0.22030727305884218,0.4487929279930913,0.13916170377142545,0.02455484426715555,1.4279883381924199,155.0,18.44890970000415,0.004388899993500672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F8_CORE_ALL_APPROVED_CONTEXT,BEHAVIOR_CONTEXT+COMPETITOR_CONTEXT+CUSTOMER_CONTEXT+HIGH_CARDINALITY_CONTEXT,81,2,0.5995427628902995,0.2366525778372598,0.46510755102199136,0.14598311890014662,0.005358412255930183,1.4507724799706159,94.0,19.535646799995448,0.004397700002300553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,F8_CORE_ALL_APPROVED_CONTEXT,BEHAVIOR_CONTEXT+COMPETITOR_CONTEXT+CUSTOMER_CONTEXT+HIGH_CARDINALITY_CONTEXT,81,3,0.6045468526660515,0.24589803775609775,0.46635112306982013,0.14659014653561797,0.007462014565632569,1.5359548801503995,148.0,29.957695699995384,0.006003899994539097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aggregate,F0_CORE,CORE,53,,,,,,,,,,,0.5111577900921724,0.010148929510738551,0.4998471713408611,0.524465130761398,0.18626725805139985,0.007526947574405192,0.17587276605167818,0.1934515399675335,0.4690758188537006,0.007822331918134674,0.45812339387976214,0.4758998463683682,0.1465755174847744,0.0034025705748153847,0.14180448370808738,0.1495033970757283,0.009581205813936159,0.008251397799785154,0.002331269042437213,0.021124959528408687,1.0536269196599888,0.01923150029605391,1.034659443079819,1.0799911801455278,84.33333333333333,16.110727964792765,71.0,107.0,14.024387400000705,1.0305069333105954,13.076961800004938,15.457112899995991,0.00293950000195764,0.0005214380216552424,0.0022243999992497265,0.0034530000120867044
aggregate,F1_CORE_HIGH_CARDINALITY,HIGH_CARDINALITY_CONTEXT,55,,,,,,,,,,,0.5163826850716089,0.00537855995363006,0.5102948237779699,0.5233758965914797,0.1896199538861828,0.005245632329788631,0.18221453217421896,0.19370317066848694,0.4686921094965035,0.008289300603171965,0.457059138263544,0.47576328310386923,0.1464633793385002,0.003535336428697006,0.14149925774712008,0.14946121926870748,0.006360382475303668,0.007406541848517668,0.0010878461674836183,0.016834734827077657,1.1261670321601065,0.02048614485018136,1.101880674890504,1.1519905921552294,94.0,30.80043289739069,63.0,136.0,15.563822166664371,1.6981457914790397,13.251959699991858,17.282796600004076,0.0036635666619986296,0.0009904915419196917,0.0022659999958705157,0.004444299993338063
