row_type,family,loss,groups,feature_count,fold,train_row_count,validation_row_count,best_iteration,fit_seconds,prediction_seconds,row_count,mae,rmse,r2,mean_poisson_deviance,mean_prediction,mean_actual,bias,raw_predictions_below_minimum_count,raw_predictions_below_minimum_rate,negative_prediction_count,conditional_quantity_minimum,fold_count,row_count_mean,row_count_std,row_count_min,row_count_max,mae_mean,mae_std,mae_min,mae_max,rmse_mean,rmse_std,rmse_min,rmse_max,r2_mean,r2_std,r2_min,r2_max,mean_poisson_deviance_mean,mean_poisson_deviance_std,mean_poisson_deviance_min,mean_poisson_deviance_max,mean_prediction_mean,mean_prediction_std,mean_prediction_min,mean_prediction_max,mean_actual_mean,mean_actual_std,mean_actual_min,mean_actual_max,bias_mean,bias_std,bias_min,bias_max,raw_predictions_below_minimum_count_mean,raw_predictions_below_minimum_count_std,raw_predictions_below_minimum_count_min,raw_predictions_below_minimum_count_max,raw_predictions_below_minimum_rate_mean,raw_predictions_below_minimum_rate_std,raw_predictions_below_minimum_rate_min,raw_predictions_below_minimum_rate_max,best_iteration_mean,best_iteration_std,best_iteration_min,best_iteration_max,fit_seconds_mean,fit_seconds_std,fit_seconds_min,fit_seconds_max,prediction_seconds_mean,prediction_seconds_std,prediction_seconds_min,prediction_seconds_max
fold,QF0_CORE,RMSE,CORE,53,1.0,1962.0,833.0,3.0,7.977478799992241,0.000669400003971532,833.0,0.4615731008839569,0.6208682882184519,0.000536019692141898,0.2369963979613307,1.2977667441321037,1.2893157262905162,0.008451017841587501,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF0_CORE,RMSE,CORE,53,2.0,2795.0,889.0,31.0,10.268258700001752,0.0016303000011248514,889.0,0.4927962683840236,0.6603182870800051,-0.0022218766619042096,0.2638599610166315,1.3071093121045798,1.3374578177727785,-0.030348505668198696,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF0_CORE,RMSE,CORE,53,3.0,3684.0,897.0,1.0,9.738610800006427,0.0012910000077681616,897.0,0.4803554715546886,0.6395519501710667,-0.00023268887461780352,0.24952505966125643,1.3062785809549775,1.318840579710145,-0.012561998755167477,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF0_CORE,POISSON,CORE,53,1.0,1962.0,833.0,49.0,12.03977780000423,0.0018933999963337556,833.0,0.44943503060398715,0.6223310760658846,-0.00417907385875238,0.2384075561605806,1.2766841744190296,1.2893157262905162,-0.012631551871486782,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF0_CORE,POISSON,CORE,53,2.0,2795.0,889.0,84.0,13.234352100000251,0.0018717999919317663,889.0,0.48728365912976157,0.6610477294869593,-0.004437374699284735,0.2646566019178479,1.2972486055356758,1.3374578177727785,-0.04020921223710269,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF0_CORE,POISSON,CORE,53,3.0,3684.0,897.0,56.0,11.819573200002196,0.0018048999918391928,897.0,0.48371982524502743,0.6404187010176343,-0.0029456506504730307,0.25039455024366136,1.313530744093207,1.318840579710145,-0.0053098356169380585,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF1_CORE_HIGH_CARDINALITY,RMSE,HIGH_CARDINALITY_CONTEXT,55,1.0,1962.0,833.0,23.0,9.595073200005572,0.0009229999996023253,833.0,0.46108466462036624,0.6206309638240742,0.0012999557941995032,0.23675881626748232,1.2980269837381642,1.2893157262905162,0.008711257447648075,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF1_CORE_HIGH_CARDINALITY,RMSE,HIGH_CARDINALITY_CONTEXT,55,2.0,2795.0,889.0,19.0,10.066865400003735,0.0012287999998079613,889.0,0.49152003580347026,0.6601620064974062,-0.0017475318287314412,0.26371484515266386,1.3044075386399183,1.3374578177727785,-0.033050279132860315,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF1_CORE_HIGH_CARDINALITY,RMSE,HIGH_CARDINALITY_CONTEXT,55,3.0,3684.0,897.0,0.0,10.062824199994793,0.000596500001847744,897.0,0.4804046893521152,0.6396160284100978,-0.00043313032469916024,0.2495874516355779,1.3063576889845416,1.318840579710145,-0.012482890725603471,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF1_CORE_HIGH_CARDINALITY,POISSON,HIGH_CARDINALITY_CONTEXT,55,1.0,1962.0,833.0,44.0,14.68045610000263,0.0014624000032199547,833.0,0.43901732649016695,0.6217558650301731,-0.002323637204392881,0.23784343378186487,1.2595560177950076,1.2893157262905162,-0.029759708495509022,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF1_CORE_HIGH_CARDINALITY,POISSON,HIGH_CARDINALITY_CONTEXT,55,2.0,2795.0,889.0,58.0,15.895284099999117,0.002822299997205846,889.0,0.4828262262845215,0.6624975652158577,-0.008848148994449412,0.26613120669396123,1.2870130266278703,1.3374578177727785,-0.05044479114490826,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF1_CORE_HIGH_CARDINALITY,POISSON,HIGH_CARDINALITY_CONTEXT,55,3.0,3684.0,897.0,50.0,14.096031000008225,0.0021419999975478277,897.0,0.4760387717913373,0.6411737382800105,-0.005311939245875585,0.25114239143546785,1.2975182207097804,1.318840579710145,-0.021322359000364603,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF2_CORE_COMPETITOR,RMSE,COMPETITOR_CONTEXT,61,1.0,1962.0,833.0,1.0,9.9388379999873,0.0010418000019853935,833.0,0.46174366603494676,0.6209997010261965,0.00011288238482942692,0.2371182521465855,1.2976508116399528,1.2893157262905162,0.008335085349436534,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF2_CORE_COMPETITOR,RMSE,COMPETITOR_CONTEXT,61,2.0,2795.0,889.0,26.0,11.971014499999,0.0013981000083731487,889.0,0.488585426099363,0.660410616744643,-0.002502169608386895,0.26397181880508674,1.2994489008212489,1.3374578177727785,-0.038008916951529505,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF2_CORE_COMPETITOR,RMSE,COMPETITOR_CONTEXT,61,3.0,3684.0,897.0,0.0,10.917558300003293,0.0008594999962951988,897.0,0.4801606513869279,0.6395691668184633,-0.0002865418424744526,0.2495414643980504,1.3059959509184946,1.318840579710145,-0.012844628791650558,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF2_CORE_COMPETITOR,POISSON,COMPETITOR_CONTEXT,61,1.0,1962.0,833.0,42.0,13.741678100006538,0.0023228000063681975,833.0,0.44027490986358525,0.6211625582474102,-0.0004116273354879407,0.2372833820873965,1.2622160361271322,1.2893157262905162,-0.0270996901633839,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF2_CORE_COMPETITOR,POISSON,COMPETITOR_CONTEXT,61,2.0,2795.0,889.0,70.0,15.287530200002948,0.0023409999994328246,889.0,0.4847232500468418,0.6633422476851282,-0.011422345908713494,0.2669789898824695,1.290092357088241,1.3374578177727785,-0.04736546068453732,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF2_CORE_COMPETITOR,POISSON,COMPETITOR_CONTEXT,61,3.0,3684.0,897.0,72.0,15.348667600002955,0.002163999990443699,897.0,0.483303302490801,0.6399629696141137,-0.0015187366704252359,0.24992604391320847,1.31147253127555,1.318840579710145,-0.007368048434595124,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF3_CORE_BEHAVIOR,RMSE,BEHAVIOR_CONTEXT,65,1.0,1962.0,833.0,1.0,10.72079940000549,0.001012400010949932,833.0,0.46337026535475284,0.6208981570183293,0.0004398527328702828,0.23702190155714442,1.300592534501833,1.2893157262905162,0.011276808211316705,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF3_CORE_BEHAVIOR,RMSE,BEHAVIOR_CONTEXT,65,2.0,2795.0,889.0,125.0,19.024937299996964,0.005612200009636581,889.0,0.4895464164825516,0.6593253685138278,0.0007899330827275675,0.2628918603747615,1.3051842989399594,1.3374578177727785,-0.03227351883281908,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF3_CORE_BEHAVIOR,RMSE,BEHAVIOR_CONTEXT,65,3.0,3684.0,897.0,0.0,10.999227599997539,0.0009607999963918701,897.0,0.48024095247991644,0.6395796131938999,-0.0003192183836198126,0.2495517785642472,1.3061603788403502,1.318840579710145,-0.012680200869794727,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fold,QF3_CORE_BEHAVIOR,POISSON,BEHAVIOR_CONTEXT,65,1.0,1962.0,833.0,54.0,15.112021399996593,0.0014492000045720488,833.0,0.44730703613118505,0.6215936292814234,-0.0018006296397932164,0.23773346884847643,1.2755120378057487,1.2893157262905162,-0.013803688484767549,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
